log_id,timestamp,satellite_id,satellite_name,orbit_type,satellite_type,ground_station,operator_id,error_code,error_description,subsystem,severity,link_type,protocol,frequency_mhz,snr_db,bit_error_rate,elevation_angle_deg,event_duration_ms,retry_count,weather_condition,requires_action,resolved,resolution_action,resolution_time_min
WTE-LOG-02084,2023-01-31 14:39:21,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-DUBAI-01,B.Wayne,ERR-PWR-004,Peak power tracker fault,Energía,LOW,Ka-Band,DVB-S2,26791.007,13.28,5.5e-06,59.0,22456314,5.0,Clear,False,False,Pending investigation,0
WTE-LOG-02085,2024-07-11 19:28:50,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SILICON-01,D.Pennyworth,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,Optical,TCP/IP-over-CCSDS,193659.056,27.1,6.6e-07,21.1,38875149,0.0,Clear,True,True,Initiated safe mode protocol,1230
WTE-LOG-02086,2023-06-02 03:26:19,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-TELAVIV-01,T.Fox,ERR-ANT-004,Antenna array element failure,Antena,HIGH,X-Band,TCP/IP-over-CCSDS,8181.463,0.0,4.1e-08,73.8,32842620,4.0,Clear,True,False,Pending investigation,0
WTE-LOG-02087,2022-12-28 13:56:07,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-TORONTO-01,L.Fox.Jr,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,S-Band,DVB-S2,2110.519,12.1,0.0064,62.1,85303332,15.0,Clear,True,True,Thermal purge executed,366
WTE-LOG-02088,2023-12-20 16:43:25,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-GOTHAM-02,B.Wayne,ERR-PROP-002,Propellant pressure low,Propulsión,HIGH,Ka-Band,TM/TC,26887.891,19.25,1.3e-07,37.0,54359702,14.0,Fog,True,True,Encryption keys rotated,2481
WTE-LOG-02089,2022-02-25 03:14:43,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SINGAPORE-01,R.Drake,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,X-Band,CCSDS,8165.651,13.85,0.0011,38.7,18675263,9.0,Rain,True,True,Watchdog timer reset — system recovered,2575
WTE-LOG-02090,2022-05-03 23:19:48,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-02,B.Wayne,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,Ka-Band,DVB-S2,26929.773,19.08,4e-06,47.7,8241698,15.0,Stormy,True,True,Monitoring — no immediate action required,762
WTE-LOG-02091,2022-11-10 10:50:03,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SINGAPORE-01,L.McGinnis,ERR-RX-004,Doppler correction error,Receptor,LOW,UHF,SpacePacket,372.421,19.51,3.7e-06,63.7,67948972,10.0,Snow,False,False,Pending investigation,0
WTE-LOG-02092,2024-10-09 08:47:12,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-DUBAI-01,C.Danvers,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,Optical,DVB-S2,193583.299,16.44,8.3e-07,-999.0,40961301,5.0,Rain,True,False,Pending investigation,0
WTE-LOG-02093,2023-11-24 02:18:29,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SYDNEY-01,B.Wayne,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,S-Band,AOS,2104.441,15.88,6e-08,7.7,70698692,11.0,Clear,True,True,Propulsion inhibit commanded,1558
WTE-LOG-02094,2022-07-18 14:37:08,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-01,P.Parker,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,VHF,SpacePacket,143.423,22.38,0.00041,33.4,46494307,5.0,Fog,True,True,Power cycle completed successfully,1862
WTE-LOG-02095,2022-07-01 17:03:18,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-GOTHAM-02   ,L.McGinnis,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,S-Band,SpacePacket,2059.66,15.12,6.9e-08,21.7,8390084,4.0,Snow,False,False,Pending investigation,0
WTE-LOG-02096,2023-06-26 10:31:09,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-LONDON-01,B.Banner,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,UHF,DVB-S2,391.299,19.04,0.00062,82.7,68920770,8.0,Rain,True,True,Antenna calibration sequence executed,1983
WTE-LOG-02097,2024-10-23 17:31:35,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SILICON-01,T.Stark,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,UHF,AOS,366.664,13.05,3.6e-05,-999.0,71609629,10.0,Stormy,True,True,Manual command override applied,2693
WTE-LOG-02098,2025-02-12 09:26:27,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-GOTHAM-02   ,B.Wayne,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,VHF,DVB-S2,164.053,10.06,9.6e-07,49.0,73353088,8.0,Snow,True,True,Thermal purge executed,2343
WTE-LOG-02099,2022-09-21 17:54:31,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-TELAVIV-01,C.Danvers,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,Ku-Band,DVB-S2,14085.86,14.08,3.9e-05,55.5,30990322,2.0,Clear,True,False,Pending investigation,0
WTE-LOG-02100,2023-05-15 03:24:21,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SINGAPORE-01,O.Queen,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,Ka-Band,SpacePacket,26599.412,8.97,9.2e-07,5.3,36365614,9.0,Fog,True,False,Pending investigation,0
WTE-LOG-02101,2023-09-16 12:21:19,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-02,O.Queen,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,X-Band,CCSDS,8319.473,0.0,3e-07,80.6,32814343,13.0,Cloudy,False,True,Encryption keys rotated,1447
WTE-LOG-02102,2023-08-24 11:46:08,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SYDNEY-01,S.Wayne,ERR-TCS-002,Heater circuit open fault,Térmico,MEDIUM,Ku-Band,CCSDS,14009.64,21.54,0.0007,84.6,77252961,4.0,Clear,True,True,Adjusted frequency offset manually,1724
WTE-LOG-02103,2023-02-27 13:43:13,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-SINGAPORE-01,B.Wayne,ERR-RX-003,Bit error rate > 1e-6,Receptor,CRITICAL,X-Band,CCSDS,8220.145,12.76,6.1e-08,48.8,1879116,6.0,Fog,True,True,Manual command override applied,206
WTE-LOG-02104,2022-05-28 17:12:42,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-GOTHAM-01,D.Pennyworth,ERR-PWR-002,Battery cell imbalance,Energía,MEDIUM,S-Band,TM/TC,2045.937,7.82,6.1e-05,76.5,67907957,0.0,Clear,True,False,Pending investigation,0
WTE-LOG-02105,2024-11-28 01:13:48,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-TORONTO-01,S.Wayne,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,VHF,AOS,165.742,17.99,3.7e-08,33.4,42870102,7.0,Rain,False,True,Manual command override applied,1788
WTE-LOG-02106,2022-08-02 18:58:02,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-TELAVIV-01,B.Wayne,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,X-Band,TCP/IP-over-CCSDS,8325.039,14.88,0.00095,71.6,65620451,11.0,Fog,True,True,SEU scrubbing routine triggered,1733
WTE-LOG-02107,2022-05-29 13:41:04,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-02,D.Pennyworth,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,X-Band,AOS,8059.876,17.89,2.5e-06,67.7,44253788,6.0,Snow,True,True,Reaction wheel speed adjusted,97
WTE-LOG-02108,2023-04-19 03:04:09,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-SINGAPORE-01,S.Wayne,ERR-SEC-003,Certificate validation failed,Seguridad,HIGH,VHF,TCP/IP-over-CCSDS,155.581,27.22,2.3e-05,80.6,33950124,15.0,Cloudy,True,True,Propulsion inhibit commanded,2702
WTE-LOG-02109,2023-06-13 20:34:58,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-GOTHAM-01,L.McGinnis,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,Optical,CCSDS,193618.185,20.66,4.3e-06,61.3,8897057,10.0,Clear,False,True,Watchdog timer reset — system recovered,2826
WTE-LOG-02110,2023-01-22 15:50:18,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-TORONTO-01,N.Romanov,ERR-PWR-004,Peak power tracker fault,Energía,LOW,VHF,SpacePacket,136.969,0.0,0.0084,36.3,35382743,14.0,Rain,False,True,False positive — closed after 24h monitoring,1825
WTE-LOG-02111,2024-11-22 11:58:46,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-GOTHAM-01,L.McGinnis,ERR-PWR-004,Peak power tracker fault,Energía,LOW,Ku-Band,AOS,14367.68,0.0,1.3e-09,89.3,65363142,8.0,Cloudy,False,True,Initiated safe mode protocol,459
WTE-LOG-02112,2022-06-26 02:07:25,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SILICON-01,D.Pennyworth,ERR-ADCS-002,Reaction wheel desaturation required,ADCS,MEDIUM,VHF,SpacePacket,170.995,19.47,7.1e-08,74.3,65179997,1.0,Cloudy,True,True,Rebooted subsystem — nominal restored,1791
WTE-LOG-02113,2023-04-19 02:51:13,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-DUBAI-01,O.Queen,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,UHF,TM/TC,373.246,23.1,0.00054,35.2,46930120,15.0,Stormy,True,True,False positive — closed after 24h monitoring,355
WTE-LOG-02114,2023-07-05 11:08:51,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-TELAVIV-01,B.Banner,ERR-ANT-004,Antenna array element failure,Antena,HIGH,VHF,TM/TC,160.673,11.31,5.8e-09,77.7,12943195,6.0,Rain,True,False,Pending investigation,0
WTE-LOG-02115,2023-05-30 03:02:49,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-GOTHAM-01,L.McGinnis,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,X-Band,AOS,8123.073,5.42,9.2e-07,13.2,8116269,5.0,Clear,True,False,Pending investigation,0
WTE-LOG-02116,2022-02-17 00:46:02,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SYDNEY-01,N.Romanov,ERR-PWR-004,Peak power tracker fault,Energía,LOW,VHF,CCSDS,171.792,2.51,8e-07,62.8,72469874,5.0,Clear,False,True,Reaction wheel speed adjusted,844
WTE-LOG-02117,2023-09-20 15:12:11,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-LONDON-01,R.Drake,ERR-PWR-001,Solar panel output degradation,Energía,HIGH,VHF,CCSDS,164.159,0.0,0.0021,84.4,9159771,6.0,Snow,True,True,Pending L3 review,2401
WTE-LOG-02118,2023-03-11 10:44:58,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-GOTHAM-01,C.Danvers,ERR-CMD-004,Invalid command sequence,Comando,LOW,S-Band,DVB-S2,2045.418,0.0,0.0005,65.9,13958926,5.0,Cloudy,False,False,Pending investigation,0
WTE-LOG-02119,2022-09-10 08:32:33,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-GOTHAM-01,N.Romanov,ERR-ADCS-002,Reaction wheel desaturation required,ADCS,MEDIUM,Optical,AOS,193770.823,18.64,6.4e-06,74.2,10047183,9.0,Rain,True,False,Pending investigation,0
WTE-LOG-02120,2025-02-11 04:26:33,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-DUBAI-01,C.Danvers,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,Ka-Band,CCSDS,26617.972,7.52,0.00061,24.1,65811925,8.0,Clear,True,True,Monitoring — no immediate action required,2404
WTE-LOG-02121,2024-12-08 01:29:41,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-DUBAI-01,L.Fox.Jr,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,Ku-Band,TCP/IP-over-CCSDS,14417.946,23.22,4.9e-05,83.5,71308368,6.0,Clear,False,True,Encryption keys rotated,1895
WTE-LOG-02122,2025-02-28 00:28:57,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-02,D.Pennyworth,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,Ku-Band,SpacePacket,14376.054,14.3,6.9e-09,46.6,64193099,0.0,Clear,True,True,Encryption keys rotated,2366
WTE-LOG-02123,2024-02-17 19:53:03,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-TELAVIV-01,V.Stone,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,UHF,AOS,342.363,18.19,0.0096,85.9,85513767,9.0,Stormy,True,True,Propulsion inhibit commanded,1699
WTE-LOG-02124,2022-09-17 05:10:48,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-TELAVIV-01,P.Parker,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,UHF,DVB-S2,340.266,11.74,8.6e-05,45.0,50746148,6.0,Clear,True,True,SEU scrubbing routine triggered,2177
WTE-LOG-02125,2022-06-23 09:40:03,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-SINGAPORE-01   ,L.McGinnis,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,S-Band,TM/TC,2049.575,20.55,4.3e-06,16.7,29863453,13.0,Clear,True,True,Escalated to L2 engineering team,2836
WTE-LOG-02126,2024-10-18 16:24:21,WTE-SAT-010    ,Wayne IoT Hub North,LEO,IoT,GS-SYDNEY-01,S.Wayne,ERR-ANT-002,Polarization mismatch,Antena,MEDIUM,X-Band,DVB-S2,8025.915,20.68,4.9e-06,88.3,33988912,4.0,Clear,False,True,Switched to backup transponder,250
WTE-LOG-02127,2022-11-12 10:52:01,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TELAVIV-01,C.Danvers,ERR-SEC-002,Encryption key expiry warning,Seguridad,MEDIUM,Optical,TM/TC,193571.829,8.37,5e-05,48.6,32986889,12.0,Rain,True,True,Initiated safe mode protocol,1833
WTE-LOG-02128,2024-07-26 01:18:05,WTE-SAT-005,Oracle Eye II,GEO,Observación,GS-DUBAI-01,C.Danvers,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,Optical,SpacePacket,193617.368,17.67,3.1e-05,46.7,84799978,11.0,Rain,False,True,False positive — closed after 24h monitoring,2142
WTE-LOG-02129,2023-12-22 07:55:29,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-LONDON-01,L.Fox.Jr,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,UHF,AOS,318.51,21.47,0.00066,12.5,20665159,1.0,Clear,True,True,Encryption keys rotated,1820
WTE-LOG-02130,2023-11-12 04:08:42,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-GOTHAM-01,B.Grayson,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,VHF,TM/TC,165.918,17.95,5.5e-06,81.0,35536830,7.0,Cloudy,True,True,Power cycle completed successfully,2836
WTE-LOG-02131,2024-03-31 10:55:00,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-TELAVIV-01,S.Wayne,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,Ka-Band,CCSDS,26704.428,16.78,5.8e-05,38.4,72014032,6.0,Rain,True,True,Rebooted subsystem — nominal restored,1640
WTE-LOG-02132,2023-12-24 11:14:19,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-TORONTO-01,B.Grayson,ERR-OBC-002,Memory single event upset (SEU),OBC,HIGH,S-Band,CCSDS,2092.157,26.09,9.3e-05,76.7,18773257,11.0,Clear,True,True,False positive — closed after 24h monitoring,2412
WTE-LOG-02133,2023-02-20 05:02:40,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-01,T.Stark,ERR-TLM-001,Telemetry frame corruption,Telemetría,HIGH,Ka-Band,CCSDS,26672.37,0.0,7.7e-06,56.6,82724156,11.0,Snow,True,True,Thermal purge executed,1318
WTE-LOG-02134,2022-09-07 15:26:33,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-DUBAI-01,B.Wayne,ERR-SEC-002,Encryption key expiry warning,Seguridad,LOW,X-Band,DVB-S2,8351.345,19.27,0.00048,37.2,18976510,2.0,Fog,True,False,Pending investigation,0
WTE-LOG-02135,2024-04-15 00:17:58,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SYDNEY-01,B.Wayne,ERR-TCS-003,Radiator blockage suspected,Térmico,LOW,UHF,DVB-S2,355.409,0.0,3.1e-07,60.2,5194411,0.0,Stormy,False,False,Pending investigation,0
WTE-LOG-02136,2023-06-23 02:24:15,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-02,B.Grayson,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,Ka-Band,TM/TC,26946.85,16.27,8.7e-08,18.3,76286666,4.0,Snow,True,True,Backup link established via GS-GOTHAM-02,1787
WTE-LOG-02137,2023-09-17 12:37:47,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-LONDON-01,B.Banner,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,S-Band,CCSDS,2032.518,14.67,3.1e-09,41.9,75700029,10.0,Clear,True,True,Backup link established via GS-GOTHAM-02,2701
WTE-LOG-02138,2022-03-05 17:56:15,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-TORONTO-01,N.Romanov,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,Ku-Band,TCP/IP-over-CCSDS,14226.689,15.59,0.0002,21.2,67443161,0.0,Clear,True,True,False positive — closed after 24h monitoring,939
WTE-LOG-02139,2022-12-31 09:18:30,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SYDNEY-01,T.Fox,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,UHF,TM/TC,314.451,18.74,1.5e-07,47.7,999316,1.0,Fog,True,True,Adjusted frequency offset manually,2293
WTE-LOG-02140,2024-05-06 21:57:43,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-SYDNEY-01,B.Grayson,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,Ka-Band,TM/TC,26636.17,14.21,9.7e-05,6.3,9121752,7.0,Clear,True,True,Thermal purge executed,1881
WTE-LOG-02141,2023-08-15 04:24:54,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-DUBAI-01,L.Fox.Jr,ERR-ADCS-003,Star tracker blinded — solar proximity,ADCS,HIGH,Ka-Band,AOS,26685.761,19.85,0.00014,89.7,20558913,9.0,Snow,False,True,Initiated safe mode protocol,1478
WTE-LOG-02142,2022-02-15 04:41:37,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SYDNEY-01,N.Romanov,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,S-Band,TCP/IP-over-CCSDS,2073.576,29.71,1.2e-05,35.7,46829575,11.0,Clear,True,True,SEU scrubbing routine triggered,2203
WTE-LOG-02143,2022-03-06 17:27:34,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-DUBAI-01,T.Fox,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,UHF,CCSDS,377.604,16.42,0.0008,67.2,25594664,12.0,Clear,True,True,Rebooted subsystem — nominal restored,566
WTE-LOG-02144,2022-03-18 09:38:28,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-GOTHAM-02,N.Romanov,ERR-RX-003,Bit error rate > 1e-6,Receptor,CRITICAL,VHF,CCSDS,164.953,21.07,6.8e-06,16.4,17551636,15.0,Clear,True,True,Propulsion inhibit commanded,447
WTE-LOG-02145,2022-11-19 00:09:01,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TORONTO-01GS-TORONTO-01,T.Stark,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,Optical,CCSDS,193605.989,0.0,0.00089,27.5,41431545,4.0,Fog,True,True,Manual command override applied,2263
WTE-LOG-02146,2023-12-30 18:02:41,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-TELAVIV-01,O.Queen,ERR-TLM-003,Timestamp synchronization error,Telemetría,LOW,S-Band,TCP/IP-over-CCSDS,2111.722,25.08,0.0089,77.5,49991768,8.0,Cloudy,False,True,Reaction wheel speed adjusted,1860
WTE-LOG-02147,2023-06-24 21:42:59,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-TORONTO-01,O.Queen,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,Optical,CCSDS,193562.537,29.42,3.4e-07,80.5,85174875,10.0,Snow,True,True,Switched to backup transponder,146
WTE-LOG-02148,2024-11-30 01:54:46,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-LONDON-01,L.McGinnis,ERR-TLM-001,Telemetry frame corruption,Telemetría,HIGH,Optical,SpacePacket,193721.069,16.75,5.4e-08,41.2,53558940,11.0,Fog,True,True,Adjusted frequency offset manually,691
WTE-LOG-02149,2024-08-11 15:58:22,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,R.Drake,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,UHF,TCP/IP-over-CCSDS,316.017,12.1,4.4e-07,48.9,14457626,12.0,Cloudy,True,True,Propulsion inhibit commanded,245
WTE-LOG-02150,2024-01-24 15:34:41,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-GOTHAM-02,D.Pennyworth,ERR-RX-004,Doppler correction error,Receptor,LOW,S-Band,DVB-S2,2053.225,17.01,5.2e-07,43.8,68015642,6.0,Clear,False,True,Antenna calibration sequence executed,929
WTE-LOG-02151,2024-11-01 00:43:53,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-LONDON-01,O.Queen,ERR-ANT-003,Mechanical gimbal fault,Antena,HIGH,UHF,TCP/IP-over-CCSDS,312.012,31.92,6.9e-07,58.9,70151369,10.0,Clear,True,True,Solar array reoriented,1833
WTE-LOG-02152,2024-06-07 03:54:51,WTE-SAT-006   ,Oracle Eye II,GEO,Observación,GS-LONDON-01,D.Pennyworth,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,Ku-Band,TM/TC,14449.105,17.05,2.1e-06,68.0,7458550,8.0,Rain,True,True,Switched to backup transponder,2073
WTE-LOG-02153,2022-04-14 13:44:24,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-SINGAPORE-01,B.Wayne,ERR-PWR-004,Peak power tracker fault,Energía,LOW,Ka-Band,CCSDS,26915.998,19.44,1.4e-06,61.7,57166549,8.0,Stormy,False,True,Reaction wheel speed adjusted,870
WTE-LOG-02154,2023-06-29 19:09:40,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SYDNEY-01,B.Wayne,ERR-RX-003,Bit error rate > 1e-6,Receptor,CRITICAL,Ka-Band,CCSDS,26712.73,15.88,2.7e-08,87.6,63623910,8.0,Clear,True,False,Pending investigation,0
WTE-LOG-02155,2023-07-11 19:21:15,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-LONDON-01,B.Wayne,ERR-CMD-004,Invalid command sequence,Comando,LOW,Ka-Band,TM/TC,26766.108,15.8,0.00042,21.1,13239017,15.0,Cloudy,False,True,Adjusted frequency offset manually,1913
WTE-LOG-02156,2024-04-02 11:48:28,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SYDNEY-01,B.Wayne,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,UHF,CCSDS,316.99,29.63,0.0052,21.6,18779909,0.0,Clear,True,True,Rebooted subsystem — nominal restored,1277
WTE-LOG-02157,2024-01-15 17:38:05,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-GOTHAM-01,O.Queen,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,S-Band,CCSDS,2060.873,18.35,6.7e-06,65.7,30973736,4.0,Clear,True,True,Power cycle completed successfully,2033
WTE-LOG-02158,2023-05-24 13:16:57,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-DUBAI-01,L.McGinnis,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,Ka-Band,DVB-S2,26912.199,19.4,4.7e-08,82.4,18904085,8.0,Cloudy,True,True,Backup link established via GS-GOTHAM-02,857
WTE-LOG-02159,2022-04-03 00:29:40,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SYDNEY-01,R.Drake,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,X-Band,AOS,8258.307,16.44,6.4e-09,44.0,85021025,14.0,Snow,True,False,Pending investigation,0
WTE-LOG-02160,2025-01-19 02:36:32,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SYDNEY-01,B.Grayson,ERR-PWR-001,Solar panel output degradation,Energía,HIGH,Ku-Band,TCP/IP-over-CCSDS,14078.195,19.47,0.00097,35.7,6627988,9.0,Rain,True,True,Adjusted frequency offset manually,1691
WTE-LOG-02161,2023-05-11 20:21:36,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-TELAVIV-01,O.Queen,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,VHF,TM/TC,141.913,14.17,6e-05,10.4,76923590,15.0,Snow,True,False,Pending investigation,0
WTE-LOG-02162,2022-10-20 06:16:04,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-GOTHAM-01,S.Wayne,ERR-ADCS-002,Reaction wheel desaturation required,ADCS,MEDIUM,X-Band,TM/TC,8155.146,29.65,4.6e-06,43.6,57466421,6.0,Stormy,True,False,Pending investigation,0
WTE-LOG-02163,2025-02-19 00:49:56,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SILICON-01,B.Wayne,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,Ka-Band,TCP/IP-over-CCSDS,26878.922,20.36,7e-07,69.1,68629066,14.0,Snow,True,True,Solar array reoriented,2576
WTE-LOG-02164,2025-03-19 16:32:55,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-TELAVIV-01,B.Grayson,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,VHF,DVB-S2,149.375,28.38,9.6e-08,46.7,45583481,9.0,Clear,True,True,Rebooted subsystem — nominal restored,1772
WTE-LOG-02165,2024-04-27 11:18:39,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-LONDON-01,S.Wayne,ERR-TCS-003,Radiator blockage suspected,Térmico,MEDIUM,S-Band,CCSDS,2026.925,16.77,0.0029,20.3,6231025,3.0,Rain,False,True,Reaction wheel speed adjusted,1489
WTE-LOG-02166,2022-07-26 16:47:56,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,N.Romanov,ERR-ANT-003,Mechanical gimbal fault,Antena,HIGH,X-Band,SpacePacket,8072.855,15.94,0.00099,30.1,55359521,10.0,Cloudy,True,False,Pending investigation,0
